tweet_id,user_id,screen_name,text,time,FakeNews
9.69485E+17,3318238316,LoriMillerTX1,"Wow! Soros is at the root of much of the chaos in America! Of course, those who know about the evil he sows here & around the world suspected he may have ties to this tragedy. It’s obvious his people helped organize the protests w/those child activists. This is CRAZY!",3/2/2018 8:10,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69391E+17,1677163424,hyeoncsyu,George Soros' little puppets... this is what it looks like.,3/2/2018 1:55,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69385E+17,2998672193,trolinthebull,Well we sorta already knew that...with Hillary and all you know?,3/2/2018 1:32,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69365E+17,7.58459E+17,PatrickKanaley,Their being supported by globalists orgs ! Soros who destroys countries! Planned parenthood who kill millions of babies!,3/2/2018 0:12,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.6935E+17,50943752,MikeTiner,"From 1776 until 1999, 223 years, NO SCHOOL SHOOTINGS, despite the presence of Guns & Mentally Ill people. WHY NOW? Deep State Cabal NWO agenda to disarm America Targeting mentally Ill to Kill;",3/1/2018 23:11,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69345E+17,4205748665,politichick_,While their classmates are being buried they're flying first class and raking in the dough.,3/1/2018 22:53,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69343E+17,8.27961E+17,DrMantisA2,No credibility should be your twitter handle.,3/1/2018 22:46,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69342E+17,8.98212E+17,kogiones,The DNC and Soros probably fund them. It smacks of the paid protwsts.,3/1/2018 22:41,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69339E+17,231584820,craigmair1138,"Like minded individuals and organisations will throw their weight behind this,it won't make an ounce of difference against a raft of elected officials on the NRA payroll, sorry, recipients of donations. $30m alone for the POTUS isn't it?
You keep crying foul and counting the cash",3/1/2018 22:30,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69337E+17,7.24242E+17,tmstrausser,Why do they all look like Sally Kohn?,3/1/2018 22:21,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69335E+17,9.05416E+17,Sunshin68748888,"These ?professional? student activists have the time of their lives, no apparent grieving, no trauma. Makes you wonder if they were actually at school at time of massacre or are actually enrolled at school. Big gifts and donations by famous companies and organizations.",3/1/2018 22:15,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69335E+17,190786913,bookgirliowa,"Wow, they look positively grief stricken",3/1/2018 22:15,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69334E+17,42761868,rzvsrm,I wouldn’t be surprised if the cause of this party was born in the same living room by their parents.,3/1/2018 22:10,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69333E+17,7.13398E+17,Astro00711,You're still not getting my guns! I don't care who you are or what you try!!! Over my dead bloody body will you get my guns.. and you'll probably be dead too if you messed with me!!!,3/1/2018 22:05,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69322E+17,9.45339E+17,RedinVa2,"The Liberals used to try to silence us by calling us racists.

That doesn’t fly anymore.

Now they call us conspiracy theory nuts...And it was actually Hillary, the DNC, and our own FBI which almost framed our President for a Russian collusion story that they created.",3/1/2018 21:24,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69319E+17,2312045876,ajr1775,Free supply of astroturf for life.,3/1/2018 21:10,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69317E+17,2400096759,caesaramericus,They look so HAPPY! Cause they don’t have to go to school?,3/1/2018 21:01,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69314E+17,885841748,bordongrote,They look like they're going to spring break.,3/1/2018 20:49,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69308E+17,2764999026,Marcia4MoVal,If it reeks like garbage...it is.,3/1/2018 20:25,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69305E+17,9.24703E+17,ProudCowpoke,Look how happy they are for all the attention. Not a tear for a classmate.,3/1/2018 20:14,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69298E+17,357843542,BlueEyesBlondee,Thanks for providing this. Who would have though....we did.,3/1/2018 19:47,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69296E+17,32705016,Soozinn,#FreeSpeechDay,3/1/2018 19:38,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69288E+17,9.42237E+17,Abraham31826476,Game over. Internet exposes all the bs now. These kids are now named for all eternity also.,3/1/2018 19:06,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69287E+17,1074475009,04fat,Privileged Antifa?,3/1/2018 19:04,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.6927E+17,3885160459,Taipan30,This is the 2nd or 3rd thing coming out of Buzzfeed that doesn't fit their mold. Are they trying to be real journalists now? Doubtful but maybe the tide is starting to turn.,3/1/2018 17:57,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69266E+17,2804402899,outlawspades,"42. Create the impression that violence and insurrection are legitimate aspects of the American tradition; that students and special-interest groups should rise up and use ""united force"" to solve economic, political or social problems.",3/1/2018 17:41,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69263E+17,2314808340,klodirector,"#FreeSpeechDay 
Q in the sky?  Love it!  You are a hoot. Oh and quit playing with your hair, makes me crazy  
#MAGA #StopTheChemtrails",3/1/2018 17:29,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69262E+17,69777110,kacee1013,"This was NEVER a ""student-run social media effort to end gun violence"" 
It was from the very beginning ""backed by Soros & huge organizing groups""(I'm betting even BEFORE the shooting) 
So, yea, not all of us were born yesterday.",3/1/2018 17:23,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69261E+17,92683382,mysti_realm,"Wow,they sure look traumatized...",3/1/2018 17:19,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69261E+17,9.54742E+17,dirtysanchez000,look like nazi youth with a soyboy on the right of the picture,3/1/2018 17:18,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69254E+17,9.46068E+17,MaHaAshaAlyne33,They got a Jet too,3/1/2018 16:53,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69245E+17,38970611,oldmsrebel,Nother bought and paid for organizers. Eat up by the commie medias.,3/1/2018 16:15,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69236E+17,2732950444,karenvance0810,Maybe it would be wise to educate themselves on this evil man.  It doesn't  make their cause as strong.,3/1/2018 15:39,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69235E+17,9.40139E+17,Delaney8775,Who thinks this garbage up ?,3/1/2018 15:37,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69231E+17,29045665,kentuckipatriot,"Looking more & more like a setup by leftists. Very troubling.
Broward is run by very Currupt Politicians.",3/1/2018 15:21,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69229E+17,168662520,NyyChamps2018,"They look so trauma stricken, poor kids. Thoughts & prayers...",3/1/2018 15:13,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69224E+17,708640308,JohnnyMcGarrity,"Yes, it's a ""conspiracy"" in which children want to be safe going to school. Fuck sake people, does no-one posses any common sense any more? Looking in from outside, you guys appear crazy, fighting for the right to be able to do what the fuck you want!!!!!!",3/1/2018 14:51,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
